tweet,label
"Cegah penyebaran virus Covid-19, dengan cara mencuci tangan dan Memakai masker
#Bidhumaspoldaaceh
#Humaspolresacehtenggara pic.twitter.com/JgYUtjLW6S",1
"Banyak banget yang dm, takut akunnya error kalo balesin pake link yang sama.. ini dapet dari temenku di whatsapp yaa. Cek sini aja guys!

Semoga bermanfaat! https://twitter.com/dhefearless/status/1302875123045732353 …",-1
"w liat si blunder ye ngeluh2 IGD penuh gegara covid trs blg “yakin lo mau nongki di kafe nyebar aerosol” 

whilst dia sendiri bulan lalu foto di gym gapake masker... iya deh",0
Jadi udah boleh traveling nih ya.....,-1
"Polri tak henti henti berikan sosialisasi dan edukasi implementasi inpres  no.6 tahun 2020.
Masker Ini Melindungi Kamu dan Orang Sekitarmu #DisiplinLakukan3M  pic.twitter.com/22nLVJFUJZ pic.twitter.com/5yJYIxx9kZ",1
"kurang 1 lagi dan ini paling low budget.. Tindak  tegas orang2 yang ga mau pake masker di tempat umum, kalo perlu kerahin TNI POLRI tuk tindak ini",1
"Gaya hidup di fase new normal, tidak boleh lepas dari masker, face shield, maupun hand sanitizer. Ketiga item ini sudah menjadi suatu keharusan digunakan masyarakat dalam upaya memutus mata rantai virus covid 19.…  https://www.instagram.com/p/CE09KS5JQYg/?igshid=1iayirwjsu795 …",1
Deg deg ser ya🤣 aku pake masker aja ketauan,1
"Tahapan Gold Mask
Khusus untuk perawatan  Anti Aging yang mampu meremajakan kulit wajah sekaligus melembutkan dan melembabkan kulit wajah, masker ini cocok untuk semua jenis kulit, bahkan untuk kulit sensitif…  https://www.instagram.com/p/CE09IKvHio7/?igshid=kf2a0reegl2r …",-1
"Bangga pula mempromosikan keluar rumah ga pake masker
 https://twitter.com/govindatayataya/status/1302843361435332608?s=19 …",0
"Mangga di order masker batik nya 2 lapis ada slot untuk tempat tissu nya. Model headloop jadi untuk jilbab pun bisa
Wa :082321335294  pic.twitter.com/SHwprnGe9b",-1
"Soal Denda Tidak Pakai Masker, Dokter Tirta: Enggak Bisa Itu!  http://dlvr.it/Rg6g7y  pic.twitter.com/687n6SxQ8C",0
"Adaptasi Kebiasaan Baru, Selalu Gunakan Masker dan Helm Saat Berkendaraan, Mencegah Covid-19. #BersatuLawanCorona #adaptasikebiasaanbaru pic.twitter.com/6gNFCp9v6i",1
"Pencegahan Covid-19 #DisiplinLakukan3M
1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  https://twitter.com/HumasPoldaJatim/status/1302806968705269760 …",1
"ketika salah paham berubah jadi benar paham 😅 ayoo pakai masker mu, ojo melorot yo rek

#COVID19 #protokolkesehatan #indonesia #masker #faceshield #vaksin #gugustugascovid19 #bnpbindonesia pic.twitter.com/Vs0kf2Pp6g",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/2RWH9RdtFR",1
"Pencegahan Covid-19 #DisiplinLakukan3M
1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  pic.twitter.com/5lpUV2v69q",1
"Ebook IELTS, TOEFL, Materi Bahasa Inggris bisa cek disini:  https://drive.google.com/folderview?id=1J-HjBZI4IqdcLkCAijZVrIiRNjyjc9P4 …",-1
"jateng mana nich disini udah kaya gaada apa apa, ya pake masker sih cuma??? pasar??? toko gede??? jalan??? semua kaya normal",0
"Penggunaan masker berarti seseorang peduli dengan orang lain dan sebaliknya. Karena pada dasarnya, masker digunakan agar droplet atau percikan ludah dari seseorang tidak menyebar ke orang lain. Indonesia Bisa Melawan Covid-19. #DisiplinLakukan3M  pic.twitter.com/Uocbj8v2BO pic.twitter.com/IZL2wP5SRE",1
"Jangan Kasih Kendor Lur !
Payo Samo-samo Kito Pakai Masker
#PatuhiProtokolKesehatan
#AyoCegahCovid
.
.
#BrimobuntukIndonesia
#divisihumaspolri
#polisisumsel
#polisiindonesia
#brimobsumsel

@brimob_sumsel
@humas_korbrimob_polri
 https://www.instagram.com/p/CE086_5jn_M/?igshid=mbg2mw7842k9 … pic.twitter.com/pcLotGiBX1",1
Bhabin Polsek Bukittinggi memberi sangsi kepada warga binaan nya yang tidak memakai masker  pic.twitter.com/eDXFR1dnSp,0
Indomaret yg di perempatan!! Belanja gw heavy duty vit wkwkwkwk engap bgt pake masker ya awloooo,-1
" http://nglegok.com/index.php/Kejadian … Lucu Polisi Himbau Emak-emak Untuk Pakai Masker,Bikin Netizen Ngakak! Salah?",1
"Terima kasih Ibu Syafira atas partisipasinya, semoga beruntung dan tetap menggunakan masker pada saat bepergian ya. ~Gwen",1
"Adaptasi Kebiasaan Baru, Wajib Pakai Masker Jika Keluar Rumah, Mencegah Covid-19. #BersatuLawanCorona #adaptasikebiasaanbaru pic.twitter.com/2r31FBgxH9",1
Saya menjual Masker Kain Headloop ... seharga Rp10.000. Dapatkan di Shopee sekarang!  https://shopee.co.id/adhwa_gallery.official/4350700929 … #ShopeeID pic.twitter.com/uyjZzfo3EC,-1
"Me: ma aku pgen berenang
Mama: heh ngawur moso wayah gini berenang ... covid ... ditutup pemerintah ...
But also my mom: *pergi ke gereja yang pada ga pake masker, sblm masuk ga cek suhu dan cuci tangan, orang banyak di tempat tertutup+ber ac, DAN SALAMAN2*  pic.twitter.com/ftZczvERaL",0
Rima yang ini juga galak sm yg make masker ga bener 😡,0
TNI dan Polri Bagikan Masker Gratis kepada Masyarakat di Wamena  https://ift.tt/3i6bDlV ,1
Keknya konektor masker deh,-1
"Jadiin story, kalau Ada yang mau biar kebagian yaaa!

- Amanat dari yang punya.",-1
"Mau lo pake masker foto rame-rame tapi hampir tiap hari jalan-jalan update nongkrong ramean sana-sini juga gak jamin bebas dari covid kali.
Nahan gak ngumpul gabisa emang? Bakal mati emang klo gak bisa ketemu temen-temen lg pandemi gini? 
*edisi demek pake banget",0
Gunakan masker pak #DisiplinLakukan3M,1
"E-book belajar bahasa inggris, semoga bermanfaat!

- A THREAD-",-1
"Mencuci tangan
Memakai masker
Menjaga jarak",1
"saya kira dibiarin, suruh make masker doang sampe klo udh ada vaksin masyarakat suruh beli lg.  https://twitter.com/jokowi/status/1302874237628116994 …",1
"nahitu die ma, mslhnye keluar rmh jg pake masker gada yg mo liat jg🙂",1
Pake masker juga?,-1
Masker dimanapun tempatnya #DisiplinLakukan3M,1
"Reply ;
Mencuci Tangan
Memakai Masker
Menjaga Jarak
#MutualMilenial
#programfolback",1
"Assalamualaikum wr wb

Hari ke - 7
07 September 2020
KUKERTA-DR "" Alasan WHO menyarankan Masyarakat Menggunakan Masker "" (flye
Semoga bermanfaat
Nantikan informasi selanjutnya 

#KUKERTADaringUINBanten2020
#KUKERTAModerasiAgamaPertama
#KUKERTAAmanProduktiMasaCovid19 pic.twitter.com/eDXnsaATXx",-1
"👨: iya hehe
👧: ""Maaf pak, tadi ga keliatan karena pakai masker""",1
Ya Allah takut kelock akun gue balesin dm pake link yang sama.. gue buat tweet aja deh :(,-1
itu kepala,-1
"Kapolsek Purba memasangkan MASKER kepada anak-anak, adalah sebagai Upaya untuk Menyelamatkan Generasi Muda  dari bahaya Virus Covid 19.  pic.twitter.com/CDR6u1eU2S",1
Serda Rif'an ansori bersama 3 Pilar melaksanakan giat Operasi tertib masker (OPSTIBMASK) di depan gedung kesenian Tanah Abang Jl. KH Mas Mansyur no.130 A RT 01/17 kelurahan Kebon melati Tanah Abang Jakarta…  https://www.instagram.com/p/CE08wJDhX7i/?igshid=c2c9rgkfrhsq …,1
Dr sih enak ya..dpt duit masa pandemi gini...nah para tukang becak..kuli bangunan...sambil masker....gue tantang bu dr buat manggul barang di pasar panas2 pake masker....mau ga...trus youtube in ya..supaya tau....jgn lama2 setengah jam aja...siang hari panas ya.,0
"Mari tingkatkan protokole kesehatan, disiplin melakukan 3M, Jadikan Masker sebagai prisai menjaga kesehatan diri sendiri dan juga kesehatan orang lain.

#DisiplinLakukan3M",1
Sosialisasi Gebrak Masker di Kec. Gandusari Berlangsung Aman  http://bahari-news.com/2020/09/07/sosialisasi-gebrak-masker-di-kec-gandusari-berlangsung-aman/ …,-1
iya susah banget emang kalau udah bucin :( untung ketutupan masker 🙏🏻,-1
"Misi mas kaesaang, nitip jualan yak. Sapa tau ada yg minat, aku jualan konektor masker rajut, konektor masker jahit motif, scrunchies ada coaster rajut juga kak. Harga? Under 10k aja nih. Motifnya lucu lucu boleh banget diborong, ada shopee juga. yok adopt produk handmadeku  pic.twitter.com/qvJjSaxl0h",-1
Masker Kesehatan Microfiber  https://bajuihramblog.wordpress.com/2020/09/07/masker-kesehatan-microfiber/ …,-1
"Beli masker di toko kosmetik, semacam v4ria.. 
Dah jelas"" tulisannya 27.000 
Kok dia minta ke gue bayar 35 rebu dah ???",-1
Udh tau bentukan caca? Jd pake masker pun ttp tau🤣,-1
putih tulang,-1
"Semangat untuk temannya mu ya nder. 

Aku kurang tau sistem diatas kaya apa, mending yg jelas aja2. Mungkin bisa jualan konektor masker dishopee harga 2500an dijual 5000 udah untung. Adek ku modal 50rb sampai untung ratusan ribu.",-1
"Pak @jokowi agar mengurangi penyebaran #covid19 sebaiknya ditempatkan secara acak TNI di fasilitas di berbagai kota besar di Indonesia umum u/ memastikan para pengguna fasilitas umum menggunakan masker&melakukan social distancing 
Ini adalah perang kita bersama melawan #covid19 !",1
"visioner banget. dibikin tahun lalu, tp mereka dah jaga jarak dan pake masker 🙂  https://twitter.com/rzlhmdfz/status/1302662255054446592 …",1
pak? assalamualaikum... 😭,-1
"Virus covid masih ada terapkan 3 M . Mencuci tangan , memakai masker dan menjaga jarak
@POLRES_BANDUNG  https://www.instagram.com/p/CE08pOOBfcQ/?igshid=1a2rsvskjpdqo …",1
"Dan meski sudah double masker + face shield + jubah + hair cover, masih banyak aja dah perawat & dokter yang kena disana... This is so sad...",1
"Patroli Sabhara Polsek Mlati dipimpin Aiptu Radiman, melaksanakan patroli di Vihara Karangjati Sinduadi. bertemu Securty Menyampaikan himbauan kamtibmas dan Adaptasi Kebiasaan Baru "" Ayo Memakai Masker "" untuk pencegahan Covid 19.

#polsekmlati #polressleman #PoldaDIY #poldajogja pic.twitter.com/ccHJpFE0vE",1
Hi First Poeple. Kami cek ada indikasi gangguan pada perangkatnya. Jika berkenan kami bantu jadwalkan utk kedatangan teknisi kami yg sdh dilengkapi masker dan sarung tangan. Mhn konfirmasinya jika bersedia. Tks ^RZA,1
"ini pas adek ditinggal maminya pergi dan dirumah sendiri malem malem, aslinya si adek maunya karaokean sambil pake masker eh pas maskernya kering dia bilang ke si kakak kalo dia kesel maskernnya malah hancur gara gara si adek mangap mangap  pic.twitter.com/ij1CTkA6TI",-1
"Assalamu'alaikum. Mbk saat ini kami pengurus masjid di wilayah Jaksel sedang memerlukan bantuan untuk masker, sanitizer dan sajadah. Semoga ada rekan yg mau membantu kebutuhan masjid kami tersebut.",1
"Agar keluarga terlindungi kita harus aktif mengajak warga di lingkungan sekitar untuk selalu pakai masker, jaga jarak dan cuci tangan pakai sabun. Covid 19
#GanjilGenapPerparahCovidDKI",1
"Hmm msh bahaya emg, btw org org di plg msh byk nih yg belum pakai masker contohnya aja kayak di daerah 10 ulu, anda akan menemukan byk sekali org2 yg tdk pakai masker that's fucking great huh?!  https://twitter.com/unsrifess/status/1302864625680003072 …",0
"Cagub provinsi kami ini...  6 bulan yang lalu janjinya mau bagi-bagi masker 1 kotak/KK. Sampai sekarang maskernya belum dibagiin, eh dia malah enak-enakan numpang makan di McD Megamas 🤣",-1
"#patuhiprotokolkesehatan
Masker dapat melindungimu dari virus Corona, Ayo selaku pakai masker.  pic.twitter.com/hCSoVlUW46",1
"Secara kan banyak masker ygnlebih Fashionable kan, drpd masker Bedah",-1
"Bismillah
Tuh kan apa sy bilang pasti ada sendikat ditenga pandemi covid 19 ventilator disludupkn, bru 2bulan yg lalu ngobrol diwarkop, dirumkan bener kejdian gak jauh dgn masker covid 19.

Pk Kapolri antisipasi vaksin virus covid 19 nanti dibajak/dipalsukan,#sindikat cari sla.",-1
"lah wong-wong dodol kopi pinggiran yo wes cuci tangan dan gae masker loh mas
walau bukan orang terpelajar
opo bedane sam? wes sesuai protocol juga
tapi kenopo harus di razia hahaha",1
Hallo jangan lupa untuk selalu menggunakan masker saat akan beraktivitas di luar rumah. Penggunaan masker merupakan langkah tepat melindungi dirimu dari penyebaran Covid-19. #DisiplinLakukan3M pic.twitter.com/jE8VpZDoKt,1
"Masker Merchandise Band Koil - Megalomask 
 https://tokopedia.link/qqDAfdX4z9  di toko Xemangka Rp25.000 di Tokopedia",-1
"@null Pakai Masker Bikin Kacamata Berembun, Ini Cara Mengatasinya Penggunaan masker sa   https://lifestyle.okezone.com/read/2020/09/07/612/2273773/pakai-masker-bikin-kacamata-berembun-ini-cara-mengatasinya …",-1
Hi First People. Mhn maaf atas ktdknyamanannya. Kami akan mnjdwlkn kdtngn teknisi yg sdh dilengkapi masker dan sarung tangan serta peralatannya sdh disterilkan dgn desinfectan. Mhn konfirmasi kmbli. Tks ^mrs,1
"Hallo jangan lupa untuk selalu menggunakan masker saat akan beraktivitas di luar rumah. Penggunaan masker merupakan langkah tepat melindungi dirimu dari penyebaran Covid-19. 
#DisiplinLakukan3M pic.twitter.com/PJPFFNJkY6",1
"Dicari Reseller Masker Spirulina Herbal di Sragen, WA: 089672741910 LINE: blz0121v(Berna) #MaskerSpirulinaSragen",-1
"jual masker spirulina di Wonogiri, WA 089672741910 LINE: blz0121v(BERNA) #MaskerSpirulinaWonogiri #Wonogiri #TiensWonogiri #SpirulinaTiens",-1
"Ojo lali, kanggo seduluran tetep ngangge masker, senajan mung sedelok ning jobo umahe, ayo dukung Inpres dan Perbub  pic.twitter.com/LwQoeC0vAO",-1
"ihhh aku iki yo ning boyolali, seakan2 koyok raono covid😭 jarang do nganggo masker :(",-1
"Males keluar tp harus kirim paket:)
Serum jatoh jd pecah:)
Lipstik jatoh jd lepas dari wadahnya dan keinjek jd rusak:)
Kunci toko dibawa ke bdg sedangkan gue harus packing :)
Masker kena ingus sendiri karna abis nangis jd harus ganti:)
Wtf~",-1
"Selalu Pakai Masker
#DisiplinLakukan3M",1
"Kebayang ga sih? Calon pejabat gitu, rame2 daftar ke kpu.. eh ternyata corona
Abis itu malah ga jadi maju.. 🤔

Coba pendaftaran Pemilu sistemnya online wkwk https://twitter.com/CNNIndonesia/status/1302872068342468609 …",-1
Setuju. Ayo pak presiden @jokowi pak wapres @Kiyai_MarufAmin @mohmahfudmd @GeneralMoeldoko @airlangga_hrt @erickthohir @aniesbaswedan @ganjarpranowo @ridwankamil mohon semua pejabat memberi contoh untuk tetap pakai masker 😷🙏 cc @ridlwandjogja @MarikaRahman_ @aw3126 https://twitter.com/republikaonline/status/1302871302848430082 …,1
"Makan bubur dulu, yg lembut"" jangan yg keras... 
Banyakin minum air putih, 
jgn minum kopi, es, coklat dulu teh aga di kurangin..
Minum obat maag nya harus rutin, ga boleh lewat jam. 

Kalau masih sakit, harus ke dokter. Pake masker, kacamata, dan jaket kalau takut tertular...",1
"Hasil Kegiatan
Hand sanitizer dan tempat cuci tangan tersedia lengkap, thermogun tersedia, masker cadangan untuk peserta tersedia, jarak antar tempat duduk peserta berjarak, peserta dan penyelenggara menggunakan masker, peserta dibagi 33 Orang/sesi, 3 sesi/hari selama 1 bulan,",1
Kalau serumnya udh ada spfnya moisturizernya perlu yang ada spfnya ga kak?,-1
Panit Binmas Polsek Bukittinggi memberi sangsi kepada masyarakat yang tidak memakai masker di terminal bus Aur kuning  pic.twitter.com/nwhq9tQJAR,0
"#DisiplinLakukan3M 
ADAPTASI KEBIASAAN BARU, DENGAN TERAPKAN 3M
Selalu Gunakan Masker  pic.twitter.com/Ht6bz8J5b8",1
padahal aku pakai masker wkwkwk,1
awkward adalah ketika bertemu seorang kenalan di jalan dan tersenyum kemudian teringat bahwasannya masih memakai masker...😌,1
telas sawah pinten hektar niku mbah?,-1
"Sya nyebutnya cornet, tp jare konco2 namine smoke beef mbak😅",-1
"Terjaring Razia Masker, Warga Grati Pasuruan Disanksi Bebersih Alun-alun  https://memorandum.co.id/terjaring-razia-masker-warga-grati-pasuruan-disanksi-bebersih-alun-alun/ …",0
"hati-hati lho kamu, pake masker jangan lupa",1
"Jangan biarkan tersangka korupsi kembali maju ke Pilkada 2020. 
Indonesia butuh pemimpin yang jujur.
Dana kampanye & kekayaan calon kepala & wakil dekala daerah arus diaudit. Jika tidak wajar perlu diselidiki secara rinci untuk menghindari konflik kepentingan
@KPU_ID",-1
Beda cerita kalo sy pakai masker yg berwarna sy terlihat seperti anak TK,-1
Pake masker thailan coba kalo masalah komedo mah  https://twitter.com/piapiathea/status/1245773289537933312 …,-1
Masker Ini Melindungi Kamu dan Orang Sekitarmu #DisiplinLakukan3M pic.twitter.com/RyOPfThqt8,1
"Bagikan Masker Gratis, Polres Banjar Himbau Terapkan 3M  https://www.matakita.id/bagikan-masker-gratis-polres-banjar-himbau-terapkan-3m/ …",1
"#DisiplinLakukan3M 
Ayo Pakai Masker!
Maskerku Menyelamatkanmu,
Maskermu Menyelamatkanku  pic.twitter.com/uHNSvMlHXT",1
"hi hello annyeong! yuk mutualan sm ak xixixi,just rt and i'll hit u up! ava aku -njm- pake masker.",-1
"pakai masker yang benar, menutupi mulut dan hidung, khususnya pada publik figure agar disiplin baik saat siaran maupun saat di muka umum.",1
"*AYO PAKAI MASKER*
SAYA MENYELAMATKAN ANDA
ANDA MENYELAMATKAN BANGSA  pic.twitter.com/TDWU4091ys",1
"Bhabinkamtibmas Ds. Tanjungrejo Sambang dan koordinasi dengan perangkat desa serta sampaikan untuk mematuhi protokol kesehatan covid 19 yaitu mencuci tangan, menjaga jarak dan memakai masker utamakan saat keluar rumah menggunaan masker sebagai kebiasaan dan kebutuhan hidup.  pic.twitter.com/1MCfqo2i8D",1
"Melaksanakan giat patroli dialogis menemui warga masyarakat sampaikan pesan untuk tetap disiplin dalam menerapkan protokol kesehatan dalam adaptasi kebiasaan baru. diantaranya dimininta untuk memakai masker, selalu…  https://www.instagram.com/p/CE08L-Hlg1s/?igshid=a157t2oulivw …",1
"Melaksanakan giat patroli dialogis menemui warga masyarakat sampaikan pesan untuk tetap disiplin dalam menerapkan protokol kesehatan dalam adaptasi kebiasaan baru. diantaranya dimininta untuk memakai masker, selalu…  https://www.instagram.com/p/CE08Lbcl1Z1/?igshid=af4u7bfvb7wr …",1
Memakai masker yang benat,1
"Disiplin pakai masker, sederhana dan bermanfaat untuk kita semua
#ayopakaimasker pic.twitter.com/R7vFjiVita",1
"Melaksanakan giat patroli dialogis menemui warga masyarakat sampaikan pesan untuk tetap disiplin dalam menerapkan protokol kesehatan dalam adaptasi kebiasaan baru. diantaranya dimininta untuk memakai masker, selalu…  https://www.instagram.com/p/CE08HrHFD9U/?igshid=6fefter8eny7 …",1
"Pencegahan Covid-19 #DisiplinLakukan3M

1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  https://www.instagram.com/p/CE08KAZj4kj/?igshid=hyuhersdhw9g …",1
"Iya jujur gua jadi agak ngiri sama penanganan covid disana, gara2 setelah ngeliat food vloggernya The Food Ranger. Walaupun mayoritas resto udah buka semua di Malaysia, tapi tetep nerapin protokol kesehatan check suhu, wajib masker, jaga jarak dll, engga kaya... ah sudahlah🤣",1
Social distancing bhale rakh lo pr kabhi social media distancing mat rakhna😌,-1
WFH. Social distancing. Kan lg corona kakak....,1
lecture hall mein aik dusray ki lap mein charh kar bethay koi to banday puray hotay hein. Social distancing kahaan se honi? 🤔😂,-1
"Katanya social distancing, kok meh dolan?",0
Bahut khoob!,-1
Ok ill be real chief ur not a problematic virgo at all. Aku ada yg lagi bikin sakit otak,-1
rindunya nak tgk wyg without social distancing :(,-1
Kasi social distancing Dzai 😂😂😂,1
"Sabarr gaess, ini lagi di kumpuliin jdi satu lg dulu biar langsung ot5 tapi lagi atur tempattnya biar tetep social distancing jadii sabar yaaa 🤡",1
Bhai wo social distancing katam ho gaya h kya ab...media madarchod h,-1
"Social Distancing-Perspektif Kekristenan: Yesus Saja Pernah Menyingkir, Apa Lagi Kita  https://batakindonesia.com/social-distancing-perspektif-kekristenan-yesus-saja-pernah-menyingkir-apa-lagi-kita/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",1
"@CMOMaharashtra @cmohry @AndhraPradeshCM @CMO_Odisha @CMOKerala @CMODelhi @HemantSorenJMM @MamataOfficial @capt_amarinder @myogiadityanath 
Aap sb ko pta hoga k JEE mein koi Social distancing follow nhi hui.
NEET mein isse bhi bura haal hoga.
Kuchh Karo
#ParentsdemandPostponeNEET",-1
"Itu salah 1 foto yg dia kirim 

Lainnya sama saja. No social distancing dan ga maskeran 

Dan ngaji sekian hari kali sekian ini kan sensitif. Jd saya juga bingung ngasih taunya",0
Idk man. Go live one by one gk bener buat parkbros. Lo bisa j msh gemeteran. But im assuming it bcs of corona so they have to do the social distancing. Yeah apa boleh buat.,-1
Tak habis2 nak cari lobang yang boleh buat duit. https://twitter.com/mkini_bm/status/1302843930896035840 …,-1
Wahh ye media kya social distancing maintain kr rha hai good job  https://twitter.com/sohitmishra99/status/1302635707060555777 …,-1
t-tapi aku social distancing . .,1
"...na hakuna social distancing,  hakuna mask...",-1
"Thala pai chethulu, Chinna pillalni touch cheyadam..Mask ledu,social distancing ledu..AP cm Jagan garu👌
#AndhraPradesh
#YSRSampoornaPoshana",-1
"MaskerMu MelindungiKu
MaskerKu MelindungiMu

Ayo Disiplin Gunakan Masker di berbagai situasi agar dapat saling melindungi demi kesehatan Kita bersama.
#gunakanmasker
#adaptasikebiasaanbaru
#covid19
#SocialDistancing
#KitaBisa
#BisaCoyy
#coronavirus
#garudafood
#sahabatgarudafood pic.twitter.com/zVzNC47PuJ",1
"@PT_Transjakarta min yth, siang ini kenapa bus koridor 13 jurusan ke Ciledug langka ya di halte Tirtayasa ? Biasa ga selangka ini.. Masih jaga social distancing ga ya dalam bus? Selama ini sudah ga terlalu diawasi lagi mau penuh mau enggak.. Antri mau rapet mau enggak jg sama aja",0
"Sudah ada cukup banyak materi (video+slides) terkait  #COVIDー19 di #IndoFKP, e.g. terkait dampak thp kemiskinan; pemodelan social distancing; kesehatan ibu & bayi baru lahir; supply chain; belajar di rumah; food security; dll yg bisa menjadi bahan ajar.
 http://www.fkpindonesia.org/tag/covid-19 ",1
Korona. Lagi social distancing.,1
Disaat pemprov DKI menyegel coffee shop karena tidak ada social distancing. Ini pemprov lampung malah bikin tempat ngopi dalem bus “NGOBUS” buat keliling kota BDL. Pas ngeliat teaser nya makin gak heran kenapa di LPG positive rate nya naik☹️☹️,0
H a l l e l u j a h :),-1
Social Distancing ki dhajiya uda di... Very Good.,-1
"Astaghfirullah. Ingat nak, social distancing",1
Sidak tok nait Serapi cukup lah,-1
"Ketika gym yg protokol kesehatan nya jelas bgt d paksa tutup, tapi bar yg ga ada social distancing nya buka bertebaran dimana2.... ga paham lg aku tuh 😫",0
Kebetulan rame dah meninggal di Santubong tok,0
Rea iteka tota ka compliance. Ha ne re ka tsaya social distancing serious ne re tla kgona,-1
"Jangan lupa social distancing, masker, cuci tangannya ya temen temen!

Ga penting gausah nongkrong tolong.",1
"gua dari kmrn liatin tiktok orng sby, emng mall disana penuh bgt gaada social distancing samsek",0
Hooy social distancing ngaa😾  https://twitter.com/nesngvyen/status/1302283456983052291 …,0
Sekarang yg bisa menyelamatkan lebih ke social distancing sih sama vaksin...,1
Apakah live satu satu karena corona? Social distancing gitu?,1
Aktivin PSBB.. trus rakyatnya juga jangan  ngeyel ga pake masker dan ga nerapin social distancing 😤,0
"Ini covid-19 kalo ada kluster keluarga, ngeri bgt sih, di rumah pun harus social distancing + pake masker kalo gitu, malah harus lebih ketat lagi",1
Abah kitab ah,-1
"hmm tahun ni belum kena ngorat lagi. Biasanya maintain at avg 1/year kena ngorat ataupun aku yg throw pickup line. Penangan social distancing. Tak manly ah ngorat online, kena f2f baru proper :P",-1
"Karena masih social distancing, ada baiknya kita makan makan di negara masing masing ya phi xixixi",1
"15 Maret 2020 lalu, Anies membuat kebijakan membatasi Transportasi Massal. Akibatny terjadi antrean luar biasa tak terelakkan. Alih2 Social Distancing demi mencegah Penyebaran Virus, justru kerumunan yg didapatkn. Ingin terulang lagi 🤔
#GanjilGenapPerparahCovidDKI pic.twitter.com/vxnGONkScZ",0
"Teori"" yang beredar di luar soal ada nya konspirasi covid itu ujung"" nya kita bakal kek gini di kasih chip, kenapa skrng banyak yg demo tolak vaksin, masker, social distancing dll karena mereka tidak ingin di kontrol 100%. dunia udh otw akhir jaman banyak fitnah bertebaran😂",0
"bagus kok menurutku. cuma yaa mungkin lg social distancing kali ya, tapi keluaran disney emang ga pernah mengecewakan",1
"Kalo km menganggap remeh pemakaian masker dan social distancing, dan merasa tubuh kuat dan tidak takut tertular COVID19?coba tanyakan sm diri sndr, apakah kamu siap menjadi penyebab kematian org lain krn menularkan COVID19?",0
"Diharap bantuan ini dapat meningkatkan prestasi akademik Adik Amirul.

#avoptometry #avoprihatin #csr #eyewear #charity #socialdistancing #primarycareoptometry #eyewear #KitaJagaKita #seksyen7shahalam – at Arts of Vision Optometry",-1
"Kenapa ya sekarang banyak yang gak pake masker, gak social distancing tapi bilang:
""Gue mah udah gak peduli sekarang sama corona. Asal sehat aja.""",0
Oru seat ku orthavanga Social distancing 🔥  pic.twitter.com/x4kbsFxc9m,-1
Bilkul sahi kaha sanjay g ne ye arnav 1no ka dalaal h ab ye Bharat arnav se pchta hai Bharat ke kya ye social distancing ka palan hua h kyu nhi kiye palan sirf trp ke liye tm media log dalal  social distancing ki dhajji uda diye agr yhi koi r krta to tm lg use gaddar bata dete,-1
Dan #Golput menjadi satu-satunya cara yang paling efektif dalam *social distancing menjaga jarak aman dari transaksional oligarkis.,1
"Minta maaf je lah kan senang. Rakyat Malaysia rata-ratanya pemaaf. Kalau negara lain, minta maaf itu sekali pakej dengan letak jawatan. Sini tak payah 🤣",-1
"Beli Panel partisi penyekat ruangan / room social distancing / workstation  https://tokopedia.link/MYcTpHwWz9  di toko MAHADISTRO FURNITURE Rp 24.600.000 di Tokopedia dengan Bebas Ongkir, Sekarang!",-1
Aruna sama dipa harus social distancing ya wkwkwkkw  https://twitter.com/catastrophones/status/1302623065096949761 …,1
Nnti pas nyiram social distancing,1
"Apa-apaan dah? Ada yg nyuruh jaga jarak, social distancing tp malah dia ngumpulin masa.. Tp pas ada orang pengajian lebih dr 50 orang didatengin bu lurah -_- Maunya apa coba?",0
"ga boleh mepet2 a,, kan social distancing",1
Ye sab kya khoob follow kr rahe hai social distancing 🙏 @PMOIndia https://twitter.com/armaanmalik22/status/1302524575385698305 …,-1
ayo teh! tapi jangan deket banget kan social distancing,1
hayuk jangan mepet juga kan social distancing,1
Makasih kakakkkk tersayang @AlissaWahid *peluk virtual *social distancing  https://twitter.com/AlissaWahid/status/1302821553311080448 …,1
Ini anak day6 bakal live sendiri2 gitu gara2 social distancing?🙂,1
ini mereka live pisah-pisah gini karna social distancing ga si? KALO BENERAN RELAY LIVE YAAMPUN NANGIS AJA UDAH.,1
social distancing kalinya 1 by 1 jadinya? 🤔,1
"Lagi social distancing apani maksudnya jadi satu satu 🙂🙂🙂
Atau terakhirannya barengan 🙂🙂🙂",-1
Social distancing a makanya sndiri” 😂😂👍🏻,1
"Bangalore bmtc lo nilchoni veltunnaru konni buses lo..
Social distancing...Devudu perugu",-1
