text,label
iya huhu aku sayang mutual sini,1
hancur habis hati aku,-1
hahahahahahaahahaha aku jauh kot siapa nk amik aku,1
jika allah beri kamu nikmat potong roti saja syukur itu rana allah tidak buat kamu minta minta kepada ora,1
aku gamau watch drama nya kalau gitu,-1
sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan,-1
kau dah tgk episode 4 belum aku stress sbb diorg asyik keluar yg hasil gambar model tu cantik p,-1
jangan tanya aku aku kentang non kyut yg cuma bisa mendem rasa aja mau deket tapi takut ndak not,-1
hari gin masih aja percaya mitos yang bisa terima diri apa ada um helow sekarang mah mana mana kamu pu,-1
admin tau kalo hoseok bisa nyetir tapi kenapa aku tetephock kalo hoseok bisa nyetir mpn btsarmy https,-1
24 tahun hidup baru aku tahu banyak ni rupa idioms siap ikut jenis hidup laut pulak tu,-1
ini aku main pake yang biasa tetep nyaman ps4 pro cuma buat 4k doang bang utama ini malah aku p,1
iyain aja kasi tapi masih cantik aku,-1
masih belum lambat kalau nak cuba hisap rekorder,1
kakak caro plis hari ini menang ya biar weekend ku warna ngeliat kamu di tipi hehehe,1
daripada kamu gantung pada alat alat ku lebih baik kamu kerja dengan usaha sendiri doraemon,1
ajarin aku bahagia,-1
hahahaha hey aku lagi lalalaa,1
nilah antara sebab utama aku taknak balik ni,-1
bodoh asheeq ali ni kalau ukm kena saman duit nak bayar saman tu guna duit students ke macam nak mampus orang,-1
kena bayar lebih kalau mcmni,1
hmm taktahu la kenapa takut mungkin fobia pernah tengok orang kena cakar dekat muka sampai kena dalam isi tapi tak takut kal,-1
aku penginne kerjo ng tmpat dgn bismis,1
dosen2 macam bu lil ini nih yg bikin aku tambah ken jadi orang hukum,1
karena aku menang fansign svt besok aku mau giveaway untuk carat tunggu yaa,1
anda ketemu aku apa yg ingin kamu kata kamu siapah,-1
bila dah cepat move on ni aku rasa semua benda boleh pergi mampus,-1
siapa kentut atau kaki busuk mampus tak datang langsung aku nanti,-1
alas paling cliche aku pernah dengar dari mulut orang wanita adalah saya dah banyak sakit hati awak dan tak sanggup,-1
aku suka lebih suka klo lihat isi nya tambah sange,1
mau dong pinjem catetannya aku pales wkwk,1
kepada para suami aku nasihat jangan forward gambar ni kepada isteri aku baru forward tadi,-1
20thn aku ken nikah umur 23 sm orang yang gin gin gin 23thn blm ada yg nglamar 24thn si,-1
btw kemaren cuco abis ke jkt tapi aku kehabisa tiket huhu,-1
jangan pernah tinggalin orang yang kamu butuh demi orang lain yang kamu ingin,1
aku ingin ngecat kamar warna tango bubble gum,1
kalau kamu belum selesai dengan amanah kecil kamu ga akan percaya dapet amanah yang lebih besar nurist,-1
aku ni jenis dahulu orang yang aku sayang bahagia dulu lepastu baru aku bawa diri,1
ho oh wkwk kok bisa itu lho tingkahnyaaaa heran aku wkwk lumayan kan nyes ilang dikit capek kelar kerja haha,1
makin loner aku bila tengok benda ni,-1
jangan harap nanti kamu jadi kecoa loh eh kecewa maksud,-1
jangan terlalu gantung pada orang lain karna bayang sendiri saja dapat tinggal saat kamu ada di gelap,-1
pm tuju kamu sibuk sebab apa anwar ibrahim,1
hari ini hati hancur lebur dek rana sikap anak aku sendiri anak kanto samun di dobi layan diri ibu l,-1
syukur hingga kamu lupa rasa kurang tulisanirin jumatberkah,1
kek aku ga bisa ikut level up ya album aja ga onok,-1
jikalau hidup kamu timpa kali kali uji jangan salah takdir tapi cuba check balik ada tak kamu daya hidu,-1
aku emang suka maksa orang,1
bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu susah paysh diet sbb bagi aku semua perempuan n,1
wah jauh ini aku barat sungai jembatan lama lagi baik jadi harus muter,-1
demi apa emg gimana cerita tp kamu ga dikata2in kan,-1
pasya claim yang aku tok makan apa apa still kurus keding babi juak eh aku lom pernah rasa post gamba ku gemok,-1
boleh ga aku mampir ke warung,1
sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still,-1
mas kamu ganteng tapi ngetik email jadi imel mending kamu balik aja ke jaman kompeni bantu voc dagang rempah rempah,-1
depan family dia boleh lah lakon acah suci smpai family pun suka sgt kat dia tapi belakang family tuhan je tahu,-1
wah sama nder kmrn2 aku gt di kelingking kaki itu tuh parah bgt sampe ngelupas darah pdhl gapernah gitu,-1
ngakak aku wkwkwkw,1
lagu insomnia nya skz itu bukan tittle track ya kok aku malah tagih lagu itu hehe,1
aku kagum pada thor anak tuhan tapi idup serba sederhana cuma ada tukul tak yah keta hrga juta2,1
benar aku dar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau,1
aku nak beli memang tak sesuai ah aku tak suka kucing,-1
semarang kota di mana aku dgnnya temu meski tdk langsung satu tapi mampu lewat waktu hingga akhir temu,1
aku dan kisah miskin,-1
kamu kok gitu sama aq,-1
uhh favorit gue tuh suruh orang untuk bahagia buat nglupain kita kok malah sedih ya aku,-1
walaupun diri ini dah hancur percaya aku cuba juga untuk bahagia orang keliling tanpa putus asa itu sahaja ya,-1
idm chim kamu gkpp kan duh maaf aku lena sama pesona nyata mata kamu lagi sakit,1
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,1
haa dengkurrrr lembap nya sel sel otak aku ni hubung astaghfirullahalazim,-1
dua hal yang tak batas alam semesta dan bodoh manusia dan aku tidak yakin tentang alam semesta,-1
hahahahahah aku tahu muka aku jambu,1
sorry,-1
walaupun diri ini dah hancur percaya aku cuba juga untuk bahagia orang keliling tanpa putus asa itu sahaja ya,-1
entah kenape aku bole mention ulat bulu ni hahaahhha,1
aku nak pulang barang kau je tu pun susah gila nak balas ws ke perangai macam apa la,-1
tiap pacar harga diri aku turun turunin tuh,-1
bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga,-1
alhamdulilah welcomeeeeeeeeeee kasus ta ku haru aku tuuu,1
kamu rupa gagal patah tapi ingin terus juang,-1
c aku paling sikit,-1
kamu bebas cibir menjelek2kan perintah sampai kamu nungging2 muntah2 gilir perintah beri hak rakyat untu,-1
huehuehuee mau rusakin ahh,1
ha ah aku selalu mati awal dalam squad aku kakakakaka nyata aku lemah,-1
ya allah serba salah aku ini,-1
bikin instastory cuma biar kamu reply terus ngobrol hehe,1
apakah penting pandang manusia jika allah yang kamu percaya gitteww,1
orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang nak culik betul betul oleh abu sayap,-1
smlm aku menang teruk rana mimpi mereka yg kutuk hina keji khianat dan kejam hadap aku direjam dlm,-1
jika kamu pikir flirting adalah hal biasa lama ini kamu salah flirting dapat jadi sumber masalah jika maka,-1
tak faham la dengan orang yang tak suka aku tapi still nak tau pasal aku,-1
kamu aja la ew,-1
semua nak boyfriend aku nak straight as je weh me crushing on good grades is hurtful,-1
seger bgt yus aku tongkrongin sampe makan siang hahaha,1
aku ingin kembali ada antara ruang rusuk yang rapat di alir darah yang pekat engkau rumah,-1
aaa bgt gaberenti2 ngomong kapan ya bisa seru itu lagi huu kecuali gelut ya aku jd korban terus,-1
kadang tampan dan cantik yang ada di sosial media belum tentu sama asli saat ketemu masa kamu mengabaik,-1
di masjid bahas bahaya narkoba tika itu aku langsung,-1
aku rasa sangat dosa bila seronok sebab hujan lebat tengahari jumaat ni,-1
salah ngeklik mv ost 100 days my prince yg dinyanyiin mbak gummy abis ga tahan yaa kalo udah ada nama gum,-1
oke sok atuh lah laku kalo emang oke turut kamu,1
manada bohong emang kamu aja yg tua,-1
dari nyaman timbul simpatik dengar yang buat ingin jadi selamat hidup kamu lanjut sentuh yg niat,1
asa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit,-1
teruk sangat ke aku ni dengan kerja mcd pun kena reject,-1
bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga,-1
lol kalau kau nak aku respect kau make sure do the same,-1
ya ampun ku harap bisa ganti dan aku mau gantiii,-1
kemarin ada ngirim thread aku ke aeribase terima kasih untuk sender karena aku jd tahu pikir orang orang m,1
aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku,-1
aku akan tunjuk bahwa pilih tarung dengan fairy tail adalah buah salah natsu dragneel fairytail,-1
kalian semua jangan gerak angin yg tiup d kampung ini hitem warnanyaaa,-1
aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii,-1
okay yg ni aku nak gelak hahahahahaahhaa,1
sebab aku yakin pada apa apa yang allah tetap dan ridhoi,1
shalat jumat berkali2 kok aku masih jelek ya,-1
asal ikut aku pula haha,1
wow ni teruk sangat ni tapi aku rasa lagi sakit kalau kacang lupa kulit haa gituu,-1
ga ada,-1
rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 teman asik nonton oppa tapi a,-1
misal ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi nama,-1
haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha,1
mas ini malam jumat loh yakin kamu gak mau kesini,-1
aku fast lena do bukan fast learner,-1
hai kak kami paham kendala yang kamu alami yailahkan informasi detail kendala kamu terkaithop,1
adoi tak shaking ke gambar hahahaha,1
kadang kamu harus henti peduli pada orang bukan karena benci tapi karena dia tak pernah sadar peduli katabijak,-1
ya tuhan moga aku jauh dari manusia yang tak setia dan suka curang amin,-1
kmk amelia prob kau mmg aku takleh settle soal mcm bangsat,-1
titik air mata aku bayang betapa terseksa kucing betina bunting tu mati lecur dalam mesin dryer kedai dobi taman,-1
duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm,1
tapi aku yakin mereka satu sama lain tuh temen banget semua juga bakat dan saling dukung,1
makasih udah bikin aku ketawa di kelas hehe,1
iya deh kamu kan mommy yang sempurna,1
entah kenapa aku selalu ingat pada hari jum at sampai aku lupa dengan diri sekarang mungkin hampir saja aku,-1
isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa,1
aku punya tahap confident lvl tu en sampai tahap nak tulis benda simple in english pun aku google translate dulu nampak,-1
aku cinta sekali lipcream emina,1
berani karena dia ga main twitter aku kangen kaksur,-1
ga mau jawab ah ngebayangin aja aku baper,-1
bisa dijelasin ini parfum siapa di kamar kos kamu bau cewek banget tadi aku nemu samping kasur ayok jelasin h,-1
nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah,-1
rlt ini di mall aku nemu ginian ngakak bgt,1
tadi pamit tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya,-1
ishhh sengaja nak buat aku pengaruh haihh apa tajuk lagu,-1
cerita takut kucing mah tu biji aku tp kalau kucing tu tetibe lompat manjat tu aku rasa satu taman molek dengar aku jerit,-1
aku mintak maafebab aku dah penat nak jaga hati orang yang sikit pun tak jaga hati aku balik,-1
yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah moga mbak sehat selalu dan,1
aku nggak pernah baik baik saja kalau lagi kangen sama kamu,-1
sebab mak aku pesan tak salah dan tak rugi pun kalau kita layan baik kat orang yang dah sakit hati kita,-1
sedih rasa kadang kadang bila doa yg aku doa makbul walaupun aku bukan hamba yg baik allah tau apa yg kita pe,-1
ini hati bukan main kamu pikir hati ini buat dari susu real good yang bisa dinyot nyot dikenyot enak,-1
agak2 la kalau macamni dulu kalau kat asrama pun kalau ada orang selit2 sampah makan kat celah katil pun aku r,-1
sori aku belum minat jual nyawa ke setan di sini juga setan tapi aku masih bisa pegang tanduk,-1
kok enak banget aku yg tanggung kamu tinggal jawab aja,-1
kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang,-1
enjoy your friday baby,1
bighit cerdik ya awal tahun army suguh run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl,1
dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl,-1
asa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit,-1
sampai saat ini kamu adalah orang yang tiap hari aku cerita dan aku bangga depan teman teman,1
we allahu sakitnyaaaaa,-1
aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia asli super g,1
masa kecik kecik dulu aku tak ikut mak aku masuk dalam sebab fikir macam ni laaa,-1
sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan,-1
cinta itu bukan dar logika saling sama tapi cinta lebih kepada jiwa satu kamu dan aku dalam indah semesta,1
ini kereeen jokowilagi,1
aku klu mati anak mati syahid aku kau kalau mati sekarang mati kau sbg cinta suami org penganggu hidup org,-1
demi turun ngambil ini aku kepleset tangga,-1
ya ya ya dan aku tahu sekarang,1
aku mau ikut lagi,1
aku kat sini carut carut sieyy hahahahahahahhhahaha,1
ini mama bbl lama siak member dia smpai ada yg tidur aku tk paham dia nya bahasa tapi suspect topic boring,-1
kk cecil makan richeese level pedesnya satu saus keju gamau makan moga tiap dia beli richeese ngajak aku,-1
babang bikin gagal fokus ahhh link download blued apk android ios buka,-1
sok hebat aku cinta bahasa indonesia,1
tak peduli apa yang telah hilang dalam hidup lama kamu masih mampu syukur pada tuhan kamu tak hilang apa,1
wkwk aku yo sok ngono btw,1
halo aku bs dm ga aku jg di di maki2 kek kampang aja ni orang kurang ajar udah aku laporin dia ke pih,-1
mung selalu fikir negative buat apa weh aku bukan jenis macam tu setan,-1
chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doa yg baik baik https,1
gilak tadi malam aku mimpiin super junior kenapa ngga mimpiin blackpink atau momoland aja sih,-1
kalau duduk sini tempat die had tapi kalau duduk sane kamu kene duduk sila hanya budak sekolah aku je faham hahahah,1
kalau tak sungguh nak jaga aku boleh je henti berpura2 aku boleh jaga diri aku tanpa paksa kau kau tak perl,-1
perempuan ni makin hari makin bangang sangat kenapa,-1
kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh,1
ikan sapu sapu ikan mas kamu cepu aku tindas,-1
bagaimana kamu bisa yakin kami bahwa kita sama2 cinta nkri cinta presiden nkri yg sah saja kamu tidak mamp,-1
aku biasa aja ma manba jd ya biar serah staff aja anak2 di grup tuh yg hype bgt,-1
samaama tapi ini udah akhir kok aku jg bingung kalo liat kalian sementionan di teel,-1
cepet sembuh sayaang moga kamu selalu beri kuat dan allah angkat sakit kamu segera yaaemangat a,1
aku tahu lah aku ni cengeng tapi cuba jangan cakap asyik nang je lain orang lain cara dia luah sedih mujur aku t,-1
kalau rindu aku nak bagitahu ni whatsapp aku masih fungsi dengan baik tau aku jarang bagi bluetick kat orang lai,-1
makasih kamu cepet sembuh ya,1
aku taktahulah macam mana sakit arwah nenek aku dulu boleh lahir 15 orang anak nak lahir sorang pun dah seksa,-1
alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he,1
ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampan,1
aku buat ape kt kau sampai kau layan aku macam gin,-1
cintafarahmlda1 aku cinta farah maulida,1
aku tak faham betul lah terlalu baik,1
aku gemar mie burung dara enak nyambung terus,1
ngeremehin aku ya,-1
wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk,1
wah pas banget aku abis bikin tiktok baru,1
aku cinta bahasa indonesia,1
kamu udah kuliah tapi kok ga malu sih,-1
kenapa kurus kering sangat ni tak cukup makan ke dia tak tahu yang aku struggle gila nak tambah berat badan t,-1
bahagia tidak akan habis hanya karena bagi tahu bahagia tambah ketika kamu sedia untuk berbag,1
heh kamu kira aku bencong apa,-1
aku stress dah ni main ml asyik menang kalah menang kalah sampai aku khawin pon tak naik ii,-1
mungkin kamu hanya orang bagi dunia tapi bagi orang mungkin kamu dunia,1
terima hal hal yang memang tidak bisa ubah dan ubah hal hal yang kamu tak suka tapi masih ada mungkin untuk b,1
sama aku juga sering gitu,1
terkadang bukan kenang buruk yang buat sedih tapi kenang indah yang kamu tahu hal itu tak akan ulang kem jokamlicious,-1
huh yg gw liat jauh ini j army ga tentang malah pada neng nanti pas handshake event saing dikit lol pinter kamu,-1
pinned chat kat ws dok atas sekali ws dua hari lepas tak read read tapi dp ws dah 3 4 kali aku tengok ubah ubah em ok laa,-1
aku ingin jadi yg akhir untuk kau tapi semua mimpi,-1
pasca debut dan makin gulir waktu bigbang juga tunjuk banyak sekali tingkat contohtage presence,1
jangan sentuh aku v,-1
jangan juang untuk orang yang gak perjuangin kamu juga coba noleh belakang gaada sih yg perjuangin kamu xixixi,-1
aku tengah deal dengan hati tapi aku kalah sebab masih sayang kau,-1
sekali aku dah tegur cukup mungkin dia nak ubah ke tak hal dia asal dah lepas tanggungjawabkan,-1
kalau gituu aku mau pc holo set yang wonwoo 1 yang mana aja buat hadiah wkwk fannya masih ada ga ka,1
gaisss maaf la si gemok lagi bodoh ini sungguh dia hanya manusia biasa yg sering laku silap dan,-1
kadang2 aku rasa kau paksa kau takde pilih pun untuk stay tapi kau taknak nampak kejam untuk pergi,-1
nctea aku jadi ken punya pacar kayak jaemin sumpah dia tuh loving guy banget kalo lgi dengerin org crita senyum,1
mb aku emang bangsad maaf aku,-1
aku paham eceh,1
mesti sakit kalau cucuk,-1
aku tak dapat hidup tanpa sahabat baik ku aku bahkan tak dapat bayang dunia tanpa sahabat baik ku erzacarlet,-1
dia ajak aku main game dalam kedaan hp org semua kene rampas ni jadah dia haih,-1
walaupun diri ini dah hancur percaya aku cuba juga untuk bahagia orang keliling tanpa putus asa itu sahaja ya,-1
jangan kamu cemburu akan nikmat yg oleh oleh ahli maksiat,-1
syok sendiri aku pun tak post dlm acc aku kau pulak postkan dalam acc aku,-1
alangkah baik jika kamu sedia kenal kan ku pada nov,1
aku harap orang yang buat kat kucing macam ni kekal dalam neraka hidup pun perangai lagi teruk dari binatang,-1
i have submitted your resume tolong ah accept kalau dapat tak aku pisang kat sini hahahaahah,1
daripada gaketemu sama sekali sih dia kan mau ngelepas kang bukan mau liat kamu mulus,-1
thread paling anjing at first ingat apa masalah mah ni cakap pasal insecurity dia atau masalah psycho dia rupa rupa,-1
aku ke kampus untuk tuntut ilmu ketemu wong2 podo gak takon yoweslah,-1
dan ini yang crusah aku kate kan thankiu,1
adik aku kalah fifa dia salah fifa,-1
anjing,-1
kak ingt msh ada aku gk ush pusing klau nanti sibuk wkwkwk,1
nak beritahu kalau orang tegur cuba kita ambil sisi positif tegur tu mungkin cara dia kasar tegur tapi atleast di,1
maybe now u won but its okay kita tak sentiasa di ats just do wht ever u want u guys yg mintak aku benci korg,-1
math paper 1 boleh buat aku menang,-1
yes sumpah sure hahhahahah stress aku nak buang pon tak selesa,1
heh justru aku iri sama yang ambis aku tu ya sumpah ngantukan sekos nih sama2 anak fk,-1
selamat siangg wahai kawan bagaimana siang jum at nya panas kah ah pasti kayaknyaemoga ga panas keti,1
ya ya ya dan aku tahu sekarang,1
dengan kata lain bigbang tidak akan pernah bisa kamu banding banding dengan siapa dan gak ada itu kata kata the nex,-1
tak ajak aku pun,-1
hahahahha nasib aku adekan saport kau dulu tidak nanti hambar,1
aku tak faham betul jenis orang malaysia yang tak ret nak sangkut balik hose tu aku geli bodoh nak pegang,-1
aku kangen kamu dulu saat kita jalan sama,-1
kisah sedih minggu ini,-1
yaa aku kan ken dapet,1
kalo kamu lagi mana mana dan itu bukan daerah ya coba buat ngehargain apa yang ada sana jangan sembar,-1
aku pernah ngorat sorang laki ni pastu dia rejected aku mampus tanak ngorat da,-1
karna tampil tidak jamin rijki serta jodoh orang jadi syukur aku yg tetap selalu coba seseder,1
turn off betul bila nak argue dengan someone and that someone start personal attack or screenshot bio lmao sebab tu,-1
aku suka bila org yg aku syg selalu cari aku letak aku sbg priority diauka duka susah senang dia cari aku dia tak p,1
9 10 krn sempurna hanya milik allahwt ea aku pgn bisa buat gituan biar cttnku asik gt dibacanyaaa,1
jangan lupa sholat jumat ya sayang aku jelek ya sayang bukan biar ganteng ih itu kan wajib oh kirain makas,-1
thank you cit udah percaya ama shop aku,1
dear kaum hawa ciri bf apa yang anda suka aku tanya hawa yang jantan jangan komen hahaha,1
iyaa serah kamu serah,-1
then mase aku tade mood tu ternampak pula post pasal kucing lah dobi lah lagi buat aku geram,-1
kamu cantik dan hati baik hertysev,1
nyesek rasa kenapa kamu tega itu,-1
kenapa aku kena duduk depan drama queen ni urg,-1
ya allah ya tuhan kau lindung dua ibu bapa saat aku jauh dengan mereka,1
aku rasa jual maruah pun tak lepas nak beli iphone xs ni,-1
aku benci anggap enteng apa tugas yang beri gildarts,-1
nyebelin banget sengaja banget buat sebell huft,-1
sama benam matahari senja ini panjang sabar sampai aku di masa depan yang mapan,1
suka heran kenapa rp chanyeol banyak banget di tl aku sampe puyeng,-1
laa patut bapa aku pakai dp wasap accapan farewell,1
nak beritahu kalau orang tegur cuba kita ambil sisi positif tegur tu mungkin cara dia kasar tegur tapi atleast di,1
pp bingung mau nembak cewe gimana atau mau ngelamar hmmm atau mau mensive tp bingung mau ngasih hadiah apaa hiiiii,-1
giveaway bcs belakang ini banyak jadi hal baik dan aku udh ngerasain gimana rasa menang ga jadi aku mau ga kec,1
tlg please bg perempuan tu baca malu wei lagi malu bila dia ria cerita kat kwan dia n aku skli dengar aku n,-1
so im back to single life after being dumbed by my ex gf sebab dia ada laki lain guys not all men are trash aku sia,-1
aku harap korang akan okay,1
yaaaaaaa,1
orang selalu kata aku penat when dia benar tengah rasa sedih,-1
aku aja aku,1
makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb,-1
aku relaa kutuk jadi bayi yang gendong minongeriusaan,-1
aku tak faham betul lelaki tak suka perempuan pakai makeup,-1
ga kenal aku,-1
tak kiro api ro aku tok jebul ro kabeh tiwas gr,-1
khas untuk suami yg curang dgn isteri tak ret appreciate isteri dan kaki betina betapa besar korban seorg ibu,-1
giveaway lagi ni aku akan jadi karma buat baik yang udh kalian lakuin lama ini dgn cara bagiin parfum yg lg hits,1
bareng chanu jgn bacot di mt nanti limit mentab ke suspend loh wkwk aku mau molor bentar,-1
bilang aamiin makasih kalo aku anti kamu lebih cantik club,1
takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian,-1
buat yg suka genre crime mistery thriller kudu bgt nntn drama satu ini hand the guest heran aku knp ocn jago bg,1
aku bisa terima semua ini walaupun aku harus luka,-1
jadi diri sendiri uke ga harus cute tapi uke harus lelaki lagipula kalau orang tidak suka dengan,-1
alas paling cliche aku pernah dengar dari mulut orang wanita adalah saya dah banyak sakit hati awak dan tak sanggup,-1
apakah hari asa kacau berantakanean pernah alam dan ini responnya,-1
aku ilham u,1
aku ngode ke kamu tapi kamu nyuruh ke orang lain jd kamu tipe yg seperti itu yun dah ah jgn bikin notif org2 jd penuh,-1
giveaway pulsa karena hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 menang akan dapat puls,1
cerita dia macam ni mamat ni hari2 aku nampak keluar masuk cimb ceria ja tapi hari ni aku tengok muka dia masam aku p,-1
merepak indah aku hahaha asa nk ketok jak palak perintah ya,-1
aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok,-1
finally uri khunnie ada solo tour ma haru aku tuh,1
aku tak punya segala seperti yang lain tapi aku punya hati yang selalu setia pada bot,-1
dan perlu juga aku ingat tidak sekal aku ikut prinsip bucaeillism iaitu kait temu saintifik dengan,-1
kamu diri keluar beliin tempe atm dan cabe sama bawang ini uang nya,-1
aku nak pesan satu benda penting ni harga orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin,1
tapi nak perbetulakn apa yang dah hancur tu mustahil bagi aku la aku tak dendam tapi aku tak boleh terima dan lupa,-1
aku aja gatau aku ini siapa skrg,-1
aku pun pikir benda yang sama,1
tsktays mutualan hayuk rt aja aku ada auto follback yaaa,1
penat seyh,-1
kalo aku pake bahasa asakusu sasayasang basangtasan wkwkwkwkwkw,1
aku ratap hidup dengan chill,1
bestfriends always known me well aku tak sempat nak cerita pun yg aku tgh sedih tiba tiba dia hantar lagu ni yang s,-1
anw aku sender ini beli di d3b3eautyhous3 shopee ya pas kmrn ada free ongkir tanpa min beli,1
hahahaha maap yak kira aq soal kan km ngasih aku eyeshadow palette,1
aku ni dah la mudah hibur ya alla,1
hahaha aku gak pinter2 gmna kak ini aja kek mau nyerah bgt dah da mampu,-1
aku tahu aku banyak sakit hati kau cuma aku nak minta maafebab aku sesal buat semua tu aku rindu kau,-1
hai orang orang yang iman jangan kamu khianat allah dan rasul muhammadaw 8 27,1
hai aku michelle si cantikk imuutt pinteerr bgt o gt lt o itu gak boong lhoo p,1
aku susah nak sayang orang aku susah nak move onemua perlu masa yang lama tapi bila dah sayang aku akan sayang gila,-1
jangan tanya aku kenapa aku jadi mcm ni aku memang senang nak maaf tapi aku susah nak lupa,-1
mau aku ciumiiinnnn mau aku pelukinn pokoknyaaa,1
karna aku bukan crazy rich balikpapan,-1
kamu punya berapa banyak topi banyak bgt non tapi yg paling fav bgt yang warna item polos terus sama yg adidas,1
kepada perempuan yang diri belah aku dekat jabat hea fakulti urus niaga tolong bau mulutendir,-1
gelak sorang sorang aku bila baca reply dorangni hahahaha,1
mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misal kamu tuh kalau lagi bingung lebih nyenengin ya,-1
rindu aku tu,-1
dah dah la post pasal kucing kena seksa tu aku rasa macam nak nang dalam rumah aku saja dah 10 ekor aku bela dah mcm,-1
aku bingung ini akun siapa bot jangan jahat,-1
baca ini jadi kembali jejak bumi kembali sadar kalau kuasa allah lebih besar kuat apa kamu mengu,1
gak ngasih aku makan nih un,-1
apa yang laku akan aku tetap teguh diri di sini,1
wakakakkaa lawak aku dah deal nk tgk movie ngn die next,1
aku sumpah tak okay,-1
salah 1 prinsip hidup aku bila aku dah keluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe,1
siapa yg cari mati syahid dengan sungguh sungguh maka aku beri kepada meski dia mati atas tempat tidurn,1
iya sayang makasih ya love you too,1
jangan ucap janji yang tak bisa kamu tepat jangankatakan cinta jikatak tulus dari hati karena akhir orang newsindravanthoni,-1
itu yg aku hindar hahhaha,-1
huhu jangan sedih dong kak masih ada aku yang bisa nyemangatin kamu eheheaat ini kami sedang berus,-1
mfs folowan rt ja ntar aku folow follback tpi,1
waw ini aku tidur atau gimana di cakar kucing kagak asa bangun2 uda perih ajah,-1
crush pun dah tunjuk true colours dia so aku pun blah,1
bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug,1
hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu,-1
aahshshahaha aku tgh mrh pihak yg tk bertanggungjawab,-1
tak perlu kot video call tu nak buat apa sangat video call nak tatap apa sampai juling tak payah nak contact,-1
astagfirullah maaf ini aku ketawa,-1
wkwkwkw yaallah derp pis tp gpp anw amiiiin thank you and goodluck,1
kamu sebelas aku duabelas kamu gak jelas aku lepas,-1
tak sure rasa ada kot aku pun taktahu,-1
hahaha sedih kan nak tunggu aku cantik mcm artis yg dia minat ke cmne baru dia nak pandang aku,-1
kamu agresif nder,-1
iyaa aku percaya kamu udh gede hun iyaa,1
hahahaha,1
tidak perlu khawatir tentang apa yang akan jadi besokelama kamu tahu cara doa semua akan baik baik saja,1
aku cintaalim 45alim lovers,1
mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab,1
apa lagi sial aku buat,-1
benci uh kerje gan orang tkleh tolak ansur kerja gan bangsa dia kadang boleh buat aku nk brehenti kerje,-1
